SiteCode,Study,number_pfas_sites_proximal,mean_dist_to_pfas_site,Burn_Area_5k_frac,Burn_area_50k_frac,Urbn_burn_5k_frac,Urbn_burn_50k_frac,OpenWater,PerennialIceSnow,DevelopedOpenSpace,DevelopedLowIntensity,DevelopedMediumIntensity,DevelopedHighIntensity,Barren,DeciduousForest,EvergreenForest,MixedForest,DwarfScrub,ShrubScrub,GrasslandHerbaceous,SedgeHerbaceous,Moss,PastureHay,CultivatedCrop,WoodyWetlands,EmergentHerbaceousWetlands
IN_11_Priv,PFAS Recon,NA,NA,NA,0.000826332,NA,1.53E-05,0.002945003,0,0.046799193,0.005007651,0.000893814,0.000171887,0.00394195,0.743619004,0.002750197,0.056126946,0,0.002864789,0.072868772,0,0,0.044461525,0.017257489,0.000126051,0.000103132
IN_2_Priv,PFAS Recon,NA,NA,NA,0.001922592,NA,4.33E-05,0.006325454,0,0.055553988,0.006829657,0.001443854,0.000183346,4.58E-05,0.344164288,0.008743336,0.049916083,0,0.000870896,0.006600474,0,0,0.237892077,0.281058717,0.000320856,0
IST IN_3_Pub,PFAS Recon,8,3842.908844,NA,NA,NA,NA,0.030401141,0,0.143789488,0.199228885,0.223602509,0.089117855,0.001420935,0.114591559,0.00027502,0.015916768,0,0.000160428,0.024534053,0,0,0.045286584,0.089220988,0.018346109,0.00407946
IN_5_Priv,PFAS Recon,NA,NA,NA,0.0002712,NA,1.02E-05,0.009144406,0,0.094446363,0.133189769,0.060767904,0.004835764,0.002257454,0.155351777,0.001661578,0.008915223,0,0.017624182,0.041791542,0,0,0.101367693,0.281803562,0.075091849,0.011768553
IN_6_Priv,PFAS Recon,9,3870.216314,NA,NA,NA,NA,0.008835009,0,0.178602404,0.18869792,0.135928507,0.056035272,6.88E-05,0.161367833,0.001741792,0.003907572,0,0.001982434,0.004698254,0,0,0.117903255,0.13276578,0.003598175,0.003919031
IN_7_Pub,PFAS Recon,NA,NA,NA,0.002793488,NA,0.000155335,0.00584417,0,0.044553198,0.005924384,0.001375099,0.000309397,5.73E-05,0.532380924,0.004801386,0.030011529,0,0.000527121,0.004228429,0,0,0.092223287,0.257831008,0.019744126,0.000240642
IN_8_Priv,PFAS Recon,NA,NA,NA,0.002793488,NA,0.000155335,0.00584417,0,0.044553198,0.005924384,0.001375099,0.000309397,5.73E-05,0.532380924,0.004801386,0.030011529,0,0.000527121,0.004228429,0,0,0.092223287,0.257831008,0.019744126,0.000240642
IST IN_9_Pub,PFAS Recon,10,2916.112807,NA,NA,NA,NA,0.011252891,0,0.17037473,0.365340808,0.294775326,0.13520658,0.000378152,0.013074897,0.000458366,0.00108862,0,0.000194806,0.000160428,0,0,0.002463719,0.002624147,0.000687549,0.001844924
Recon06891503,National TapWater Recon,5,3849.465281,NA,0.003517961,NA,8.79E-05,0.02117652,0,0.104679389,0.22236492,0.130703132,0.052700658,0.001478231,0.07710866,0.001443854,0.004503448,0,0.001535527,0.009751742,0,0,0.155386154,0.199893516,0.010003843,0.007139054
IST KS_1_Priv,PFAS Recon,NA,NA,0.043926764,0.335207048,0.000254648,0.008286243,0.033838887,0,0.049744196,0.038754865,0.011883145,0.000928192,0.010118435,0.150160779,0.000733386,0.02647065,0,0.001077161,0.189878213,0,0,0.188136422,0.292460577,0.004789927,0.000996947
IST KS_10_Pub,PFAS Recon,1,2913.747598,NA,0.002160688,NA,0.000106952,0.011012249,0,0.041356094,0.025026796,0.013670773,0.002887707,2.29E-05,0.031661648,0,0.008090164,0,9.17E-05,0.348117697,0,0,0.001329262,0.514023356,0.002406423,0.000378152
KS_11_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.000160428,0,0.025175766,0.01302906,0.00299084,0.000229183,0.000320856,0.000378152,0,0,0,1.15E-05,0.44026077,0,0,0.001535527,0.502736088,0.01167688,0.001478231
KS_12_Pub,PFAS Recon,NA,NA,NA,0.25033672,NA,0.004982186,0.016443889,0,0.030744915,0.012421725,0.00217724,0.000309397,0.001260507,0.07127595,0.000263561,0.000160428,0,6.88E-05,0.55320221,0,0,0.000607335,0.298362042,0.011550829,0.001054242
KS_13_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.000148969,0,0.024259033,0.010244485,0.002406423,0.000229183,2.29E-05,0.000126051,0,0,0,0,0.469092006,0,0,0.000171887,0.486945371,0.0056952,0.000607335
IST KS_14_Priv,PFAS Recon,NA,NA,NA,0.25033672,NA,0.004982186,0.016443889,0,0.030744915,0.012421725,0.00217724,0.000309397,0.001260507,0.07127595,0.000263561,0.000160428,0,6.88E-05,0.55320221,0,0,0.000607335,0.298362042,0.011550829,0.001054242
KS_2_Priv,PFAS Recon,NA,NA,NA,0.004382491,NA,0.000140056,0.001879302,0,0.035603597,0.007219268,0.00190222,0.00040107,1.15E-05,0.000595876,0,5.73E-05,0,0.000710468,0.076146091,0,0,9.17E-05,0.867801877,0.006291077,0.001260507
KS_3_Pub,PFAS Recon,NA,NA,NA,0.007093218,NA,0.00023173,0.012834255,0,0.056573853,0.055301886,0.023926718,0.00773493,0.000183346,0.002245995,0,9.17E-05,0,0.000103132,0.178487812,0,0,0.000217724,0.646594331,0.013556181,0.002119944
KS_4_Pub,PFAS Recon,NA,NA,NA,0.031338245,NA,0.000742299,0.153758954,0,0.041986347,0.028166605,0.002360586,0.000309397,0.000882355,0.137269229,0.000217724,0.033861806,0,0.002669983,0.003162727,0,0,0.512063841,0.067551724,0.005592068,0.010106976
KS_5_Pub,PFAS Recon,4,4102.572852,NA,0.003166547,NA,8.28E-05,0.018048171,0,0.082884075,0.185787295,0.112861226,0.046707519,0.001443854,0.095741248,0.001512609,0.006187944,0,0.001948057,0.01112684,0,0,0.189362551,0.231154093,0.008044327,0.007230727
IST KS_7_Pub,PFAS Recon,NA,NA,NA,0.084737911,NA,0.001955696,0.033013828,0,0.127357059,0.166260893,0.057215565,0.01588239,0.003105431,0.142334175,0.000297938,0.020844205,0,0.002211617,0.005110784,0,0,0.344542441,0.080534948,0.000572958,0.000664631
IST KS_8_Pub,PFAS Recon,4,2610.273765,NA,0.044397863,NA,0.001167561,0.016753286,0,0.089220988,0.165401456,0.085817619,0.039522629,0.000126051,0.038468386,0,0.004320102,0,9.17E-05,0.297617197,0,0,0.005546231,0.25332756,0.003449206,0.000240642
KY_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.000985487,0,0.04276557,0.001948057,0.000183346,9.17E-05,2.29E-05,0.527086794,0.008663122,0.097483039,0,0.003563797,0.023961095,0,0,0.208648311,0.067104817,0.014954198,0.002417882
IST KY_10_Pub,PFAS Recon,1,4040.613291,NA,NA,NA,NA,0.008216215,0,0.27272791,0.294763867,0.121043064,0.058338563,0.000458366,0.080901641,0.004388857,0.105722172,0,0.002337668,0.000928192,0,0,0.035076476,0.014621883,0.000435448,2.29E-05
IST KY_11_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.004400316,0,0.159958357,0.153025568,0.082551759,0.015595911,3.44E-05,0.203594823,0.02321625,0.124114118,0,0.003598175,0.015939686,0,0,0.191024129,0.022162008,0.000240642,0.000435448
KY_3_Pub,PFAS Recon,NA,NA,NA,0.003206017,NA,7.00E-05,0.001925138,0,0.068594507,0.025129929,0.012295674,0.003059595,0.000653172,0.169331947,0.015676125,0.044633412,0,0.00190222,0.002922085,0,0,0.483931613,0.168930876,0.001019865,5.73E-05
KY_4_Pub,PFAS Recon,NA,NA,NA,0.003206017,NA,7.00E-05,0.000985487,0,0.052666281,0.012799877,0.004629499,0.000550039,0.000148969,0.301868544,0.04371668,0.087284391,0,0.003644012,0.006233781,0,0,0.423175168,0.062223217,0,0
IST KY_5_Pub,PFAS Recon,3,3101.536382,NA,NA,NA,NA,0.00217724,0,0.240848539,0.33206342,0.190382416,0.10982455,0.000515662,0.035683811,0.002200158,0.04657001,0,0.002211617,0.000859437,0,0,0.020626481,0.015848013,0.000229183,1.15E-05
IST KY_6_Pub,PFAS Recon,9,3811.545543,NA,NA,NA,NA,0.057387453,0,0.185500816,0.230088391,0.223923365,0.18924796,0.000939651,0.043533333,0.001822006,0.044725085,0,0.002669983,0.000469825,0,0,0.01669599,0.000916732,0.001558445,0.00053858
IST KY_7_Pub,PFAS Recon,5,3733.46743,NA,NA,NA,NA,0.002108485,0,0.250818004,0.328155848,0.187678055,0.122223357,0.000641713,0.038193367,0.002681442,0.046306449,0,0.00217724,0.00148969,0,0,0.013533263,0.002337668,0.001512609,5.73E-05
KY_8_Pub,PFAS Recon,NA,NA,NA,0.001922592,NA,4.33E-05,0.002899166,0,0.100198859,0.015538615,0.003621093,0.000206265,0.023445433,0.196513065,0.005477477,0.048586821,0,0.003517961,0.007207809,0,0,0.41391617,0.178716995,0.000103132,0
KY_9_Pub,PFAS Recon,9,3040.120462,NA,NA,NA,NA,0.00461804,0,0.100210318,0.088774081,0.057353075,0.02864789,0.00013751,0.068044468,2.29E-05,0.018116925,0,0.004870141,0.003139809,0,0,0.417078897,0.208682688,2.29E-05,0.000240642
LA_3_Pub,PFAS Recon,5,3621.710322,NA,NA,NA,NA,0.00501911,0,0.143606142,0.190176151,0.135298254,0.038582978,0.000756304,0.00624524,0.007299482,0.015733421,0,0.011917522,0.017692937,0,0,0.036852645,0.000607335,0.353194103,0.036944319
LA_4_Pub,PFAS Recon,43,3270.519069,NA,0.001154828,NA,3.57E-05,0.031123067,0,0.043063508,0.293870053,0.417560182,0.207777415,0.00108862,0.000171887,0.001214671,0.000996947,0,0.000148969,0.00013751,0,0,0.002131403,5.73E-05,0.000229183,0.000320856
LA_5_Pub,PFAS Recon,NA,NA,NA,1.15E-05,NA,2.55E-06,0.006291077,0,0.046478336,0.029197929,0.004274265,0.000206265,0.000103132,0.00501911,0.242796595,0.006233781,0,0.100714521,0.034835834,0,0,0.126016337,0,0.363931332,0.033793051
IST LA_6_Pub,PFAS Recon,45,3501.853679,NA,0.001154828,NA,3.57E-05,0.112070545,0,0.024064227,0.235737755,0.347246801,0.229332087,0.001787628,0.000458366,0.000893814,0.003059595,0,0.000504203,0.000928192,0,0,0.012731122,0.001478231,0.019755585,0.009854874
LA_7_Pub,PFAS Recon,12,3301.288368,NA,0.004253893,NA,0.000211358,0.00543164,0,0.121593103,0.17431668,0.083124717,0.027387383,0.000939651,0.039133017,0.370107817,0.006462964,0,0.048689953,0.040061209,0,0,0.031799158,0,0.050156725,0.000825059
LA_8_Pub,PFAS Recon,2,744.3080846,NA,0.003162727,NA,0.000155335,0.00489306,0,0.022872475,0.033197175,0.010129894,0.00176471,0.000515662,0.012341511,0.451593875,0.032566921,0,0.0496869,0.075172063,0,0,0.049732737,0.001100079,0.247655277,0.006772361
MA_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.432182065,0,0.033586786,0.046008511,0.026012284,0.001283425,0.026424814,0.011275809,0.229091445,0.10901095,0,0.005339967,0.023433974,0,0,0.000148969,0.000423989,0.017291866,0.038468386
IST MA_12_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.341276581,0,0.052036027,0.054350776,0.033735755,0.002876248,0.02443092,0.005672282,0.310634798,0.069201842,0,0.00176471,0.014381241,0,0,9.17E-05,0,0.041115451,0.048369097
IST MA_13_Priv,PFAS Recon,15,3467.275233,NA,NA,NA,NA,0.028029095,0,0.098548741,0.099167535,0.094652628,0.018827393,0.002142862,0.174671913,0.116860472,0.165183732,0,0.002337668,0.011527911,0,0,0.034320172,0.001822006,0.143067561,0.008651663
IST MA_14_Pub,PFAS Recon,34,2971.303255,NA,NA,NA,NA,0.031100149,0,0.090126261,0.165825445,0.319148951,0.177318978,0.00108862,0.087307309,0.011653962,0.023021444,0,0.00067609,0.004961815,0,0,0.016936632,0,0.06231489,0.008445398
IST MA_15_Priv,PFAS Recon,5,3850.98671,NA,NA,NA,NA,0.053537176,0,0.119209599,0.13833493,0.130508327,0.027593647,0.000572958,0.169859068,0.087055207,0.143709274,0,0.001054242,0.004297183,0,0,0.017635641,0.00135218,0.10195211,0.003231482
MA_16_Pub,PFAS Recon,9,4336.112506,NA,NA,NA,NA,0.018964903,0,0.076123173,0.125477757,0.342009967,0.368916065,0.000836518,0.035775485,0.005248293,0.016615776,0,4.58E-05,0.001157375,0,0,0.00108862,2.29E-05,0.006967167,0.000870896
MA_2_Priv,PFAS Recon,4,2586.545352,NA,NA,NA,NA,0.018666965,0,0.044152128,0.046203317,0.035213986,0.010542423,0.007310941,0.36410322,0.098331017,0.159603123,0,0.00230329,0.007013003,0,0,0.088521979,0.069282057,0.044129209,0.004572203
IST MA_3_Pub,PFAS Recon,28,3092.085556,NA,NA,NA,NA,0.02524452,0,0.070508186,0.144534333,0.404874896,0.258919628,0.000515662,0.053055892,0.003517961,0.012341511,0,1.15E-05,0.0032544,0,0,0.001042783,0,0.018517996,0.003770062
MA_4_Pub,PFAS Recon,2,4297.549067,NA,NA,NA,NA,0.02361732,0,0.093117101,0.108002544,0.080993314,0.033575327,0.000492744,0.138575572,0.007826603,0.042020725,0,0.003781521,0.007379696,0,0,0.14675741,0.169240274,0.138185961,0.006371291
MD_1_Priv,PFAS Recon,2,4032.750483,NA,NA,NA,NA,0.001180293,0,0.123380732,0.035408792,0.010737229,0.003850276,6.88E-05,0.339305606,0.002268913,0.026035202,0,0.007792226,0.003036676,0,0,0.291165692,0.139194367,0.015939686,0.000607335
IST MD_10_Pub,PFAS Recon,99,3052.901384,NA,NA,NA,NA,0.110810038,0,0.079538001,0.098388313,0.271410108,0.418923821,0.001936597,0.010095516,0,0.000974028,0,0.000229183,0.000286479,0,0,0.001501149,0.000836518,0.004996192,0.000114592
MD_3_Pub,PFAS Recon,1,4572.433136,NA,NA,NA,NA,0.058579205,0,0.048552444,0.011058085,0.003999245,0.00122613,0.000114592,0.136959831,0.003598175,0.019629534,0,0.000699009,0.000183346,0,0,0.010267404,0.634676809,0.066543318,0.003953409
MD_4_Pub,PFAS Recon,100,2974.792237,NA,NA,NA,NA,0.125512135,0,0.07222706,0.086940616,0.267284811,0.429958989,0.002280372,0.008640204,0,0.000893814,0,0.000194806,0.000355234,0,0,0.001501149,0.000893814,0.003082513,0.000126051
MD_5_Priv,PFAS Recon,4,4179.657083,NA,NA,NA,NA,0.000664631,0,0.129419707,0.050328613,0.021657805,0.004938896,6.88E-05,0.296585873,0.001822006,0.083388278,0,0.00705884,0.000893814,0,0,0.237594138,0.155225726,0.008754795,0.001512609
IST MD_6_Pub,PFAS Recon,30,3580.940532,NA,NA,NA,NA,0.004606581,0,0.20364066,0.230718645,0.168117276,0.058957357,0.000802141,0.265187786,0.000229183,0.017119979,0,0.002211617,0.002337668,0,0,0.020099359,0.000309397,0.024201737,0.001524068
MD_7_Priv,PFAS Recon,NA,NA,NA,0.007042288,NA,4.07E-05,0.158927033,0,0.089347039,0.023835044,0.005912924,0.000882355,0.000733386,0.157414425,0.023422515,0.35621932,0,0.006004598,0.005225375,0,0,0.029278143,0.085244661,0.05444245,0.003059595
MD_8_Priv,PFAS Recon,1,1548.035098,NA,NA,NA,NA,0.000847978,0,0.171807124,0.028705186,0.003048135,0.000240642,4.58E-05,0.265749285,0.003048135,0.090023129,0,0.005546231,0.000825059,0,0,0.268064034,0.152360937,0.009213161,0.000389611
MD_9_Priv,PFAS Recon,1,3615.886757,NA,NA,NA,NA,0.331272738,0,0.124973554,0.140489251,0.043395823,0.011367483,0.000882355,0.137143178,0.002727279,0.05986263,0,0.002589769,0.001008406,0,0,0.015229218,0.025210143,0.091971185,0.01181439
ME_1_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.002509555,0,0.022081793,0.023582943,0.007860981,0.001867842,0.001294885,0.073143792,0.066073493,0.366647152,0,0.010519505,0.010347618,0,0,0.119690883,0.029175011,0.245283232,0.019927472
ME_3_Pub,PFAS Recon,2,2986.593095,NA,NA,NA,NA,0.048896218,0,0.067849662,0.063632693,0.051841221,0.018403404,0.001042783,0.078403545,0.139056857,0.295909783,0,0.010152812,0.008766254,0,0,0.042777029,0.000148969,0.159557287,0.013544722
ME_4_Pub,PFAS Recon,12,3389.584674,NA,NA,NA,NA,0.142895674,0,0.135768079,0.181937018,0.225103659,0.151650469,0.004629499,0.024110064,0.021657805,0.044369852,0,0.00176471,0.003701307,0,0,0.022929771,0,0.025038256,0.014461455
ME_5_Pub,PFAS Recon,11,3430.79373,NA,NA,NA,NA,0.170397648,0,0.131379222,0.180401491,0.221734667,0.14797208,0.004606581,0.022987067,0.017750232,0.03896113,0,0.001592823,0.003999245,0,0,0.02117652,0,0.02212763,0.014828148
ME_6_Pub,PFAS Recon,11,2626.176528,NA,NA,NA,NA,0.052528771,0,0.103613688,0.09923629,0.080706835,0.053915329,0.008663122,0.072891691,0.091123208,0.249672089,0,0.003174186,0.01181439,0,0,0.090023129,0.004835764,0.070611319,0.007116136
ME_7_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.252903571,0,0.091283636,0.052918382,0.028407247,0.012444643,0.006806739,0.087307309,0.06964875,0.297491146,0,0.006359832,0.009006897,0,0,0.024625726,0.00067609,0.056665526,0.003368992
ME_8_Pub,PFAS Recon,2,1434.694018,NA,NA,NA,NA,0.261864631,0,0.059438642,0.055806089,0.029633377,0.007276564,0.001638659,0.298430797,0.065363025,0.156646661,0,0.003437747,0.002200158,0,0,0.028705186,0.000653172,0.021738019,0.007093218
ME_9_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.399546389,0,0.082700728,0.044472984,0.023502729,0.011321646,0.005305589,0.086023883,0.046925243,0.215363376,0,0.005236834,0.005935843,0,0,0.025989366,0,0.044266719,0.003277319
Recon393459105165701,National TapWater Recon,1,3217.933819,NA,0.00321111,NA,1.15E-05,0.000332316,0,0.073086496,0.020924419,0.006611933,0.001237589,5.73E-05,0.075550215,0.680662401,0.003586716,0,0.101023918,0.0048816,0,0,0.001031324,0,0.027330087,0.003689848
IST MI_1_Priv,PFAS Recon,NA,NA,NA,0.000282659,NA,2.29E-05,0.016799123,0,0.047693007,0.02321625,0.01493128,0.004996192,0.001443854,0.450940703,0.0369214,0.126898692,0,0.055347723,0.054958112,0,0,0.01453021,0.001031324,0.146631359,0.003689848
MI_10_Priv,PFAS Recon,NA,NA,NA,0.001451493,NA,6.11E-05,0.014977117,0,0.066302676,0.01181439,0.002509555,0.000779223,0.002761657,0.224519242,0.086230148,0.243243502,0,0.044026077,0.05022548,0,0,0.002005352,0.003712767,0.239484899,0.007356778
MI_3_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.051291182,0,0.148464824,0.100290532,0.02321625,0.005145161,0.00475555,0.212532965,0.009316294,0.030630324,0,0.001787628,0.002326209,0,0,0.081955883,0.028315574,0.287647731,0.012226919
MI_4_Pub,PFAS Recon,9,3634.622976,NA,NA,NA,NA,0.021932824,0,0.163671124,0.296551496,0.285126717,0.165985873,0.000160428,0.017750232,0.000825059,0.003953409,0,0,0.000240642,0,0,0.001822006,0.000825059,0.04031331,0.000733386
IST MI_5_Priv,PFAS Recon,NA,NA,NA,0.000313217,NA,5.09E-06,0.457460963,0,0.029438572,0.037139124,0.015790717,0.003575257,0.014404159,0.105790927,0.005729578,0.008903764,0,0.004090919,0.055462315,0,0,0.003334614,0.186910292,0.068789313,0.003093972
MI_6_Priv,PFAS Recon,1,3432.739917,NA,0.001315256,NA,7.64E-05,0.28346514,0,0.10466793,0.069156006,0.034377468,0.013407212,0.005477477,0.203262507,0.031042853,0.061008546,0,0.009270457,0.073109415,0,0,0.001787628,0.036760972,0.070473809,0.002899166
MI_7_Priv,PFAS Recon,NA,NA,NA,0.004891786,NA,0.000272473,0.001398017,0,0.033036746,0.01126435,0.001283425,0.000160428,0.00067609,0.486017179,0.043613547,0.028728104,0,0.058441695,0.111417373,0,0,0.00393049,0.083113258,0.134095042,0.002773116
MI_8_Priv,PFAS Recon,4,3445.968857,NA,NA,NA,NA,0.006004598,0,0.066967307,0.074965798,0.026081039,0.007104677,0.008158919,0.111818443,0.001168834,0.009304835,0,0.001054242,0.002910626,0,0,0.176803316,0.385726647,0.116516697,0.005339967
IST MI_9_Pub,PFAS Recon,1,1758.402594,NA,NA,NA,NA,0.132548056,0,0.168461051,0.142173747,0.075779398,0.028602053,0.002509555,0.149289883,0.004136755,0.011493533,0,0.001122997,0.002429341,0,0,0.055347723,0.041172747,0.173995823,0.010851821
MI001--Commercialsite,National TapWater Recon,3,2466.803976,NA,NA,NA,NA,0.013819742,0,0.100279073,0.097402825,0.054362236,0.021955743,0.000939651,0.099293586,0.0008136,0.011424778,0,6.88E-05,0.001294885,0,0,0.090321067,0.4143287,0.089518926,0.004182592
Recon424439084434101,National TapWater Recon,5,3111.169527,NA,NA,NA,NA,0.010347618,0,0.190405334,0.261956304,0.202987488,0.079801562,0.001707414,0.035580679,0.00176471,0.00394195,0,0.000355234,0.000595876,0,0,0.036692217,0.045332421,0.121570185,0.006909871
Recon454443087041301,National TapWater Recon,4,3147.820052,NA,0.000282659,NA,2.29E-05,0.416620531,0,0.072696885,0.075252277,0.087822971,0.044874055,0.01534381,0.010278863,0.003220023,0.006405668,0,0.001019865,0.004801386,0,0,0.001776169,0.000229183,0.22006163,0.039625761
MN_10_Pub,PFAS Recon,23,2551.99424,NA,NA,NA,NA,0.02321625,0,0.097402825,0.292632464,0.360378994,0.199641414,0.00148969,0.007425533,0.000194806,0.000160428,0,0,0.000996947,0,0,0.00745991,0.007288023,0.001157375,0.000561499
MN_2_Priv,PFAS Recon,NA,NA,NA,0.00140311,NA,4.33E-05,0.276371922,0,0.034354549,0.006359832,0.000779223,1.15E-05,0.006233781,0.341941212,0.008777713,0.021543213,0,0.002979381,0.011207054,0,0,0.049709818,0.039705975,0.043074967,0.156910222
MN_3_Pub,PFAS Recon,46,2926.051982,NA,NA,NA,NA,0.035511924,0,0.076409652,0.196043239,0.343751759,0.319229165,0.00583271,0.013533263,0.000527121,0.001925138,0,6.88E-05,0.000733386,0,0,0.002956462,0.000183346,0.002074107,0.001260507
IST MN_4_Pub,PFAS Recon,NA,NA,NA,NA,NA,NA,0.035626516,0,0.186337334,0.279958638,0.275111415,0.124228709,0.000779223,0.058464613,0.000825059,0.002406423,0,0.000252101,0.001501149,0,0,0.01167688,0.008456857,0.004377398,0.009923629
MN_5_Pub,PFAS Recon,3,3302.651038,NA,NA,NA,NA,0.019984768,0,0.180195227,0.230936369,0.224198385,0.088327174,0.001741792,0.082861156,0.000710468,0.019870176,0,0.000469825,0.026241467,0,0,0.048116996,0.035489006,0.027433219,0.013338457
MN_6_Priv,PFAS Recon,1,4166.012079,NA,0.001366186,NA,2.67E-05,0.094698464,0,0.035637975,0.037666245,0.017394999,0.00393049,0.000160428,0.096566307,0.000939651,0.005454558,0,0.005729578,0.00556915,0,0,0.117742827,0.473297516,0.025530999,0.079629674
IST MN_7_Pub,PFAS Recon,29,3917.850867,NA,NA,NA,NA,0.033838887,0,0.155260103,0.275065578,0.282926559,0.217151004,0.000802141,0.007666175,0.000423989,0.000630254,0,0,0.001294885,0,0,0.008078705,0.007310941,0.001638659,0.007941195
MN_8_Priv,PFAS Recon,NA,NA,NA,0.004801386,NA,4.46E-05,0.306234482,0,0.035282741,0.013189488,0.002566851,0.000194806,4.58E-05,0.368950443,0.012513398,0.069350812,0,0.033689918,0.011012249,0,0,0.026505028,0.008869387,0.093976538,0.017555427
MN_9_Priv,PFAS Recon,NA,NA,NA,0.000295392,NA,2.42E-05,0.101436448,0,0.022551619,0.018414864,0.010817443,0.001340721,0.009682987,0.337323172,0.006703606,0.168357919,0,0.110523559,0.038353795,0,0,0.015160463,0.003357533,0.139435009,0.01642097
MO_1_Priv,PFAS Recon,2,2709.674741,NA,NA,NA,NA,0.034801456,0,0.064503589,0.056195701,0.027444678,0.010714311,0.007035922,0.339191015,0.016134492,0.152303641,0,0.000252101,0.007585961,0,0,0.143743652,0.083124717,0.055324805,0.001546986
MO_10_Priv,PFAS Recon,NA,NA,NA,0.004582389,NA,9.80E-05,0.155214267,0,0.066142248,0.024499675,0.010909116,0.002383504,0.00135218,0.678324734,0.004045082,0.006623392,0,0.002291831,0.007952654,0,0,0.038181907,3.44E-05,0.001650118,0.000366693
MO_11_Priv,PFAS Recon,3,3621.946432,NA,NA,NA,NA,0.009671528,0,0.119748179,0.129270738,0.050431745,0.013785365,0.004927437,0.288289444,0.000263561,0.006749443,0,0.003242941,0.007127595,0,0,0.318220759,0.026367518,0.020053523,0.001741792
IST MO_12_Pub,PFAS Recon,5,4386.013915,NA,0.003950862,NA,0.000118411,0.002360586,0,0.086218689,0.12041281,0.091696166,0.032200228,0.001294885,0.336761674,0.013223866,0.058201053,0,0.001833465,0.011218514,0,0,0.24449255,1.15E-05,1.15E-05,0
MO_13_Pub,PFAS Recon,11,2821.415596,NA,NA,NA,NA,0.007402615,0,0.131585487,0.25236499,0.170707045,0.058029165,0.002394964,0.10589406,0.000148969,0.001822006,0,0.000905273,0.003770062,0,0,0.141279933,0.123277599,0.000435448,1.15E-05
MO_14_Pub,PFAS Recon,3,3102.412717,NA,NA,NA,NA,0.00515662,0,0.125500675,0.166467158,0.108701553,0.026860261,4.58E-05,0.106684741,0,0.000825059,0,0.001420935,0.002589769,0,0,0.430864262,0.023686075,0.001180293,0.000126051
MO_15_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.007230727,0,0.047303396,0.044702167,0.003598175,9.17E-05,0.00339191,0.369294217,0,0.00692133,0,0.002601228,0.007276564,0,0,0.478855207,0.026757129,0.001673037,0.000229183
MO_16_Pub,PFAS Recon,36,2636.439921,NA,NA,NA,NA,8.02E-05,0,0.157219619,0.505566499,0.216314486,0.109182837,0.000630254,0.00556915,0.000297938,0.004285724,0,1.15E-05,1.15E-05,0,0,0.000595876,0,9.17E-05,0
MO_18_Priv,PFAS Recon,NA,NA,NA,0.00443724,NA,0.000128597,0.001718873,0,0.032280442,0.019595157,0.004870141,0.000435448,0.000859437,0.389496709,0.014702097,0.059942845,0,0.001718873,0.006589015,0,0,0.467510643,0.000171887,0.000183346,0
MO_19_Priv,PFAS Recon,NA,NA,NA,NA,NA,NA,0.009786119,0,0.024316329,0.028751022,0.004090919,0.001019865,0.00136364,0.06856013,0,0.000389611,0,0.000320856,0.001718873,0,0,0.638148933,0.220096007,0.00122613,6.88E-05
MO_2_Priv,PFAS Recon,NA,NA,NA,0.004582389,NA,9.80E-05,0.008605826,0,0.021508836,0.014152058,0.004033623,0.000859437,0.000126051,0.676136035,0.05891152,0.016077196,0,0.009155866,0.016168869,0,0,0.132845994,0.007173432,0.023422515,0.010771607
MO_3_Pub,PFAS Recon,6,3374.334781,NA,NA,NA,NA,0.007322401,0,0.15028683,0.222811827,0.218938633,0.105916978,0.006405668,0.177445029,0.000767763,0.027055067,0,0.001386558,0.00448053,0,0,0.068296569,0.001317803,0.006967167,0.000550039
MO_4_Pub,PFAS Recon,27,4183.354969,NA,NA,NA,NA,0.000756304,0,0.134851347,0.363874037,0.263617882,0.214584153,0.001695955,0.010233026,2.29E-05,0.006909871,0,0,0.000595876,0,0,0.001455313,0.001122997,0.000332316,0
MO_5_Pub,PFAS Recon,16,2646.35454,NA,NA,NA,NA,2.29E-05,0,0.125202737,0.489111151,0.251837869,0.123460946,0.000126051,0.006692147,0,0.0016272,0,3.44E-05,5.73E-05,0,0,0.001741792,1.15E-05,5.73E-05,2.29E-05
MO_6_Pub,PFAS Recon,8,2370.280157,NA,NA,NA,NA,0.008239133,0,0.068479916,0.095867298,0.075859612,0.03245233,0.000171887,0.21177666,0.000286479,0.005867088,0,0.001398017,0.003644012,0,0,0.300321558,0.187093638,0.007654716,0.000836518
